source,pivot_text(de),pivot_text(zh),bt_zh,bt_de
"As well as current kit sponsors for Bayern Munich, Ferencvárosi TC, and West Bromwich Albion, T-Mobile were co-sponsors of Everton with the One2One brand and they also sponsored the 2002 FA Youth Cup Final.","T-Mobile war ein Kit-Sponsor für Bayern München, Ferencvárosi TC und West Bromwich Albion und Co-Sponsor von Everton mit der Marke One2One. T-Mobile sponserte das FA Youth Cup Finale 2002.","T-Mobile和1-21品牌是Everton的共同赞助者,T-Mobile还赞助了2002年FA青年杯决赛。","T-Mobile and brands 1-21 are co-sponsors of Everton, and T-Mobile also sponsored the 2002 FA Youth Cup Finals.","T-Mobile was a kit sponsor for Bavaria Munich, Ferencvárosi TC and West Bromwich Albion and co-sponsor of Everton with the brand One2One. T-Mobile sponsored the FA Youth Cup Final 2002."
"The bridge now traverses the Tarn valley above its lowest point, linking two limestone plateaux, the Causse du Larzac and the Causse Rouge, and is inside the perimeter of the Grands Causses regional natural park.","Die Brücke durchquert das Tarntal über seinem tiefsten Punkt. Sie verbindet zwei Kalksteinplateaus, die Causse du Larzac und die Causse Rouge. Sie liegt im Umkreis des regionalen Naturparks Grands Causses.","这座桥现在位于塔恩河谷最低点以上,连接了两张石灰石桌,即拉萨克湾和红色海岸,位于大考塞斯地区自然公园内。","The bridge, now located above the bottom of the Tan Valley, connects two limestone tables, the Gulf of Lasack and the Red Coast, within the natural park of the Grand Casses region.","The bridge crosses the Tarn Valley over its deepest point. It connects two limestone plateaus, the Causse du Larzac and the Causse Rouge. It is located in the vicinity of the regional nature park Grands Causses."
The name was announced as Thrym in IAU Circular 8177.,Der Name war Thrym in IAU Circular.,它在IAU第8177号通告中被命名为Thrym。,It was named Thrym in IAU Circular No. 8177.,The name was Thrym in IAU Circular.
"In Christianity, an archbishop is an elevated bishop.",Ein Erzbischof ist ein erhöhter Bischof.,"在基督教中,大主教是位居高位的主教。","In Christianity, the Archbishop is a high-ranking Bishop.",An archbishop is an elevated bishop.
It is found mainly in Papua New Guinea at elevations between 2000 and 3000 meters.,Es ist vor allem in Papua-Neuguinea gefunden. Es ist in Höhen zwischen 2000 und 3000 Meter gefunden.,它在新几内亚高海拔地区被发现,It was found at high altitude in New Guinea.,It is found mainly in Papua New Guinea. It is found in heights between 2000 and 3000 meters.
"Iridophores are plates of chitin or protein, which can reflect the environment around a cuttlefish.","Platten von Chitin oder Protein, die die Umgebung um einen Tintenfisch reflektieren, sind Iridophore.","虾是蛋白质或蛋白质的板块,可以反映小白鲸周围的环境。",Shrimp is a plate of protein or protein that reflects the environment surrounding the little white whale.,Plates of chitin or protein that reflect the environment around a squid are iridophores.
"It comprises the eastern half of the island of Timor, the nearby islands of Atauro and Jaco, and Oecussi-Ambeno, an exclave on the northwestern side of the island, within Indonesian West Timor.","Es umfasst die östliche Hälfte Timors, die Inseln Atauro und Jaco und Oecussi-Ambeno, ein Gebiet auf der nordwestlichen Seite des indonesischen Westtimors.",它包括帝汶东半部、阿陶罗岛和贾科岛以及印度尼西亚西帝汶西北部的欧库西-安贝诺岛。,"It includes East Half of Timor, Atauro and Jako, and Oecussi-Anbeno, north-west of West Timor, Indonesia.","It covers the eastern half of Timor, the islands of Atauro and Jaco and Oeussi-Ambeno, an area on the northwestern side of the Indonesian West Timor."
"The track, then known as ""Loving You"", was largely improvisational and featured a wealth of sound effects and samples from science fiction radio plays, nature sounds, and Minnie Riperton's ""Lovin 'You"".","Der Track, damals bekannt als ""Loving You"", war weitgehend improvisiert. Er zeigte eine Fülle von Soundeffekten und Samples aus Science-Fiction-Radiospielen, Naturklängen und Minnie Ripertons ""Lovin 'You"". Geben Sie die Vereinfachung hier...","这段曲子,后来被称为""爱你"", 采样了米妮・里佩尔顿的""爱你"", 科幻小说电台剧,自然的声音, 和声音效果。","This song, later known as ""Love You"", sampled Minnie Riperton's ""Love You"", science fiction radio plays, natural sounds, and sound effects.","The track, then known as ""Loving You"", was largely improvised. It showed a wealth of sound effects and samples from science fiction radio games, natural sounds and Minnie Riperton's ""Lovin 'You""."
Order # 56 / CMLN of 20 October 1973 prescribed the coat of arms of the Republic of Mali.,Der Orden Nr. 56 wurde am 20. Oktober 1973 gemacht. Der Orden wählte das Wappen der Republik Mali.,1973年10月20日第56号命令批准了马里共和国的军装。,The military uniforms of the Republic of Mali were approved by Order No. 56 of 20 October 1973.,The Order No. 56 was made on 20 October 1973. The Order chose the coat of arms of the Republic of Mali.
Serbian ruler Stefan Nemanja begins his sole reign.,Der serbische Herrscher Stefan Nemanja beginnt seine einzige Herrschaft.,Stefan Nemanja开始了塞尔维亚的统治。,Stefan Nemanja began Serbian rule.,The Serbian ruler Stefan Nemanja begins his only reign.
"Since independence, Botswana has had one of the fastest growth rates in per capita income in the world.",Seit seiner Unabhängigkeit hat Botswana eines der am schnellsten wachsenden Pro-Kopf-Einkommen der Welt.,"自获得自由以来,博茨瓦纳是世界上增长率最高的国家之一。","Since gaining freedom, Botswana has had one of the highest growth rates in the world.","Since its independence, Botswana has been one of the fastest growing per capita income in the world."
"They provide many desirable characteristics for use as ornament, timber, firewood and pulpwood.","Sie geben viele notwendige Eigenschaften für die Verwendung als Ornament, Holz, Brennholz und Pulpwood.",它们具有对装饰、木材、木柴和纸浆木有用的特征。,"They have characteristics useful for decoration, wood, wood and pulp.","They give many necessary properties for use as ornament, wood, firewood and pulpwood."
"The state covers an area of 74,122 sq mi (191,976 km ²), or 5.83% of the total geographical area of India.","Der Staat umfasst eine Fläche von 74.122 Quadratmeilen oder 5,83% der gesamten geografischen Fläche Indiens.",该邦占印度总面积的5.83%。,The state accounts for 5.83 per cent of India's total area.,"The state covers an area of 74,122 square miles or 5,83% of the total geographical area of India."
"The petitions at the end of the hymn (beginning Salvum fac populum tuum) are a selection of verses from the book of Psalms, appended subsequently to the original hymn.","Die Proteste am Ende der Hymne (beginnend mit Salvum fac populum tuum) sind eine Auswahl von Versen aus dem Buch der Psalmen, die dann dem ursprünglichen Hymnus beigefügt sind.",赞美诗结尾的请愿书是原文所附的《诗篇》节选出的诗句。,The petition at the end of the hymn is a quote chosen from the section of the Psalm attached to the original text.,"The protests at the end of the hymn (starting with Salvum fac populum tuum) are a selection of verses from the book of Psalms, which are then attached to the original hymn."
Louis XIII (27 September 1601 – 14 May 1643) reigned as King of France and Navarre from 1610 to 1643.,Ludwig XIII. war König von Frankreich und Navarra 1610 -1643.,路易十三从1610年到1643年担任法国国王和纳瓦雷国王。,Louis XIII served as King of France and King Navarre from 1610 to 1643.,Louis XIII was king of France and Navarra 1610 -1643.
"Economy The majority of the residents of Marske do not work within the town, but work in nearby industry or in Middlesbrough or Redcar.","Die meisten Menschen, die in Marske leben, arbeiten nicht in Marske. Sie arbeiten in der Regel in der nahe gelegenen Industrie oder in den Städten Middlesbrough und Redcar.","大部分的马尔斯克人并不在镇上工作,而是在附近工作。",The majority of the Marskans do not work in the town but in the vicinity.,Most people living in Marske do not work in Marske. They usually work in the nearby industry or in the cities of Middlesbrough and Redcar.
"Soon after, he released a cover version of Leo Sayer's When I Need You as a single, which reached number 5 in the British charts, as well as a follow up single called No Matter What I Do, which reached number 23.","Bald darauf veröffentlichte er eine Coverversion von Leo Sayer's When I Need You als Single. Sie erreichte Platz 5 in den britischen Charts. Er veröffentlichte auch eine Folgesingle namens No Matter What I Do, die Platz 23 erreichte.","他发布了Leo Sayer的封面版“当我需要你的时候”作为单张。在英国的图表中,它达到了5号。后续的名为“没有我做什么”的图表在图表上达到了23号。","He published Leo Sayer's cover page, “When I Need You” as a single. In the British chart, it reached number five. The next chart, “Nothing I Do”, reached number 23.","Soon after, he released a cover version of Leo Sayer's When I Need You as a single. She reached number 5 on the British charts. He also released a follow-up single called No Matter What I Do, which reached number 23."
"Palestinian prime minister Abbas resigns (CNN) Before being named prime minister, Abbas led the PLO's Negotiations Affairs Department.","Der palästinensische Minister Abbas, der einst Leiter der PLO-Departements für Verhandlungsangelegenheiten war, hat seinen Posten als Minister zurückgetreten.","巴勒斯坦总理阿巴斯下台(CNN):在成为总理之前,阿巴斯领导巴解组织的谈判事务部。","Dismissal of Palestinian Prime Minister Abbas (CNN): Prior to becoming Prime Minister, Abbas led the PLO's negotiating department.","Palestinian Minister Abbas, who was once head of the PLO Departments for Negotiating Affairs, resigned as Minister."
"In 1824, Van Diemen's Land became a colony in its own right.",Van Diemens Land wurde 1824 eine Kolonie.,"1824年,Van Diemen拥有的土地成为了自己的独立殖民地。","In 1824, Van Diemen owned land that became his own independent colony.",Van Diemen's land became a colony in 1824.
"He is released back into the wild, now with more adult feathers, and a tracking device strapped to his back, and leads the humans home to his native colony.",Er wird wieder in die Wildnis zurückgelassen. Er hat jetzt mehr erwachsene Federn und ein Tracking-Gerät auf dem Rücken. Er führt die Menschen nach Hause zu seiner Heimatkolonie.,"他被送回野外,他有更多的成年羽毛,背上还有把人类引向殖民地的装置。","He was sent back to the field, he had more adult feathers, and there were devices on his back that led humanity to the colony.",He's got more adult feathers and a tracking device on his back. He's taking people home to his home colony.
"He also serves as music director of the Mozart Orchestra of Bologna, Italy.","Er ist auch Musikdirektor des Mozart Orchesters. Es befindet sich in Bologna, Italien.",他也是意大利博洛尼亚莫扎特管弦乐团的音乐导演。,"He is also the music director of the Mozat Orchestra in Bologna, Italy.","He is also Music Director of the Mozart Orchestra. It is located in Bologna, Italy."
"In addition to selling conventional merchandise, J. C. Penney stores often house several leased departments such as Sephora, Optical, Portrait Studios, Jewelry & Watch repair, etc.","J. C. Penney Geschäfte verkaufen konventionelle Waren und beherbergen mehrere Mietabteilungen. Beispiele für diese Abteilungen sind Sephora, Optische, Portrait Studios und Schmuck & Uhr Reparatur","除了标准商品的销售外,J.C.Penney商店还经常有几家租赁的部门,如Sephora、光学、肖像工作室、修理珠宝和观察等。","In addition to the sale of standard commodities, J.C. Penney stores often have several rental units, such as Sephora, optical, portrait studios, jewellery repair and observation.","J. C. Penney stores sell conventional goods and host several rental departments. Examples of these departments are Sephora, Optical, Portrait Studios and Jewelry & Clock Repair"
"In India, it is more often called the Chaldean Syrian Church.",Es wird die chaldäische Syrische Kirche in Indien genannt.,"在印度,它经常被称为迦勒底叙利亚教堂。","In India, it is often known as the Syrian Church in Chaldean.",It is called the Chaldean Syrian Church in India.
"In 1843, John Couch Adams calculated the orbit of a hypothesized eighth planet that would account for Uranus's motion.",1843 berechnete John Couch Adams die Umlaufbahn eines hypothesierten achten Planeten. Es würde Uranus' Bewegung erklären.,约翰·库奇·亚当斯计算了 第八颗假设行星的轨道 解释天王星的动作,"John Cuch Adams calculated the orbit of the eighth hypothetical planet, explaining the movement of Uranus.",In 1843 John Couch Adams calculated the orbit of a hypothetic eighth planet. It would explain Uranus' movement.
"Nevin returned to America in 1887, and took up his residence in Boston, where he taught and played at occasional concerts.","Nevin lehrte und spielte gelegentlich in Boston, wo er 1887 lebte.","内文1887年回到美国,住在波士顿,偶尔在音乐会上教书和演奏。","Nathan returned to the United States in 1887, lived in Boston and occasionally taught and played at concerts.","Nevin occasionally taught and played in Boston, where he lived in 1887."
"A photograph of Simon Rodia is included on the cover of the Beatles' album Sgt. Pepper's Lonely Hearts Club Band, released in 1967.",Ein Foto von Simon Rodia ist auf dem Cover des Beatles Albums Sgt. Pepper's Lonely Hearts Club Band.,披头士专辑《佩珀寂寞心俱乐部乐队》封面上有西蒙·罗迪亚的照片。,Simón Rodia is on the cover of the Beatles album The Pepper Lonely Hearts.,A photo of Simon Rodia is on the cover of the Beatles album Sgt. Pepper's Lonely Hearts Club Band.
"The mercenaries encounter Ripley, and their youngest member Call (Winona Ryder) recognizes her name.","Die Söldner treffen Ripley, ihr jüngstes Mitglied Call erkennt ihren Namen.",雇佣兵见到了雷普利 他们最小的成员叫她名字,"The mercenaries saw Ripley, the youngest of them named her by name.","The mercenaries meet Ripley, their youngest member Call recognizes her name."
The low gradually became better organized and was determined to have become a tropical depression the next morning while located 50 mi (80 km) northeast of the Nicaragua / Honduras border.,"Das Tief wurde allmählich besser organisiert. Es war entschlossen, am nächsten Morgen zu einer tropischen Depression geworden zu sein. Zu dieser Zeit war es 80 km nordöstlich der Grenze zwischen Nicaragua und Honduras.","低度地区逐渐组织得更好,决定第二天早上成为热带低度地区,当时尼加拉瓜/洪都拉斯边界东北50米(80公里)。","The low area was gradually better organized and decided to become a low tropical area the following morning, at a time of 50 metres (80 km) north-east of the Nicaragua/Honduras border.","The low was gradually better organized, and it was decided to become a tropical depression the next morning. At that time it was 80 km northeast of the border between Nicaragua and Honduras."
Lot-et-Garonne is a department in the southwest of France named after the Lot and Garonne rivers.,Lot-et-Garonne ist ein Département im Südwesten Frankreichs. Lot-et-Garonne wurde nach den Flüssen Lot und Garonne benannt.,洛特加隆是法国西南部的一个省 以洛特河和加隆河命名,Lotte Gallón is a province in the southwest of France named after the Lotte and Gallón rivers.,Lot-et-Garonne is a department in south-west France. Lot-et-Garonne is named after the rivers Lot and Garonne.
"Education From 1954 to 1957, Annan attended the elite Mfantsipim school, a Methodist boarding school in Cape Coast founded in the 1870s.","Annan besuchte die Elite-Mfantsipim-Schule von 1954 bis 1957. Es war ein methodistisches Internat in Cape Coast, das in den 1870er Jahren gegründet wurde.","1954年至1957年,安南在教育领域就读于Mfantsipim的精英学校,这是1870年代成立的海岸角卫理公会寄宿学校。","From 1954 to 1957, Annan attended an elite school in the field of education at Mfantsipim, a Cape Coast Methodist boarding school established in the 1870s.","Annan attended the Elite Mfantsipim School from 1954 to 1957. It was a Methodist boarding school in Cape Coast, founded in the 1870s."
"Obsidian has been used in cardiac surgery, as well-crafted obsidian blades have a cutting edge many times sharper than high-quality steel surgical scalpels, with the edge of the blade being only about 3 nanometres wide.",Obsidian wurde in der Herzchirurgie verwendet. Gut gefertigte obsidian Klingen haben eine Schneide viele Male schärfer als Stahl chirurgische Skalpelle. Die Klingenkante ist etwa 3 Nanometer breit.,Obsidian 被用于心脏外科手术。 精制的奥比锡刀片比高质量的钢外科手术刀片锋利许多倍。 刀片的边缘只有大约3纳米宽。,"Obsidian is used for heart surgery, and the fine Obishi blades are many times sharper than the high-quality steel surgery blades; the edges of the blades are only about 3 nanometres wide.",Obsidian was used in cardiac surgery. Well-made obsidian blades have a cutting edge many times sharper than steel surgical scalpels. The blade edge is about 3 nanometers wide.
"After Napier initially gained military control of the region by forcing an agreement with the Sindh Amirs, his forces attacked the fortress at Imamgarh.","Nachdem Napier die Region erobert hatte, indem er ein Abkommen mit den Sindh Amirs erzwungen hatte, griffen seine Truppen die Festung in Imamgarh an.","Napier最初获得对该地区的军事控制,强迫他与信德埃米尔达成协议,随后他的部队袭击了伊玛目加尔的堡垒。","Napier initially gained military control over the area, forcing him to reach an agreement with the Emir of Sindh, after which his forces attacked the Fortress of Imam Gar.","After Napier had conquered the region by forcing an agreement with the Sindh Amirs, his troops attacked the fortress in Imamgarh."
"Some of his aggressive actions, now sometimes termed liberal interventionist, were greatly controversial at the time, and remain so today.",Einige seiner aggressiven Aktionen waren damals sehr umstritten und bleiben heute so.,"他的一些侵略行动当时颇具争议,今天仍然颇具争议。 他的侵略行动现在有时被称为自由干涉主义。","Some of his acts of aggression, which were controversial at that time and are still controversial today, are now sometimes referred to as liberal interventionism.",Some of his aggressive actions were very controversial at the time and remain so today.
"Cultivation of the Valencia in Orange County had all but ceased by the mid-1990s due to rising property costs, which drove most of what remained of the Southern California orange industry into Florida.","Valencia wächst in Orange County hatte vor allem bis Mitte der 1990er Jahre beendet. Dies war auf steigende Immobilienkosten zurückzuführen, die die meisten der verbleibenden südlichen Kalifornien Orange Industrie nach Florida fuhr.","奥兰治县的瓦伦西亚增长大部分在1990年代中期结束,原因是房地产成本上升,导致大部分剩下的南加利福尼亚州橙色产业进入佛罗里达州。","Most of the growth in Valencia in Orange County ended in the mid-1990s owing to the rise in real estate costs, which led to the entry into Florida of most of the remaining orange industries in Southern California.","Valencia growing in Orange County had ended mainly until the mid-1990s. This was due to rising property costs, which drove most of the remaining southern California Orange industry to Florida."
"The buildings in Bayeux were virtually untouched during the Battle of Normandy, the German forces being fully involved in defending Caen from the Allies.","Die Gebäude in Bayeux wurden während der Schlacht bei der Normandie nicht beschädigt, weil die deutschen Truppen sich darauf konzentrierten, Caen vor den Alliierten zu verteidigen.",诺曼底战役让大多数巴伊克斯建筑站立不动 德国军队把精力集中在卡昂,"The Battle of Normandy has left most of the Baix buildings standing still, and the German army is concentrating on Caen.",The buildings in Bayeux were not damaged during the Battle of Normandy because the German troops concentrated on defending Caen from the Allies.
"First Fleet is the name given to the 11 ships which sailed from Great Britain on 13 May 1787 with about 1,487 people to establish the first European colony in New South Wales.","11 Schiffe segelten am 13. Mai 1787 aus Großbritannien mit rund 1.487 Personen. Diese Schiffe zielten darauf ab, die erste europäische Kolonie in New South Wales zu gründen. Diese 11 Schiffe wurden First Fleet genannt.","第一艘船是1787年5月13日从大不列颠航行的11艘船的命名,目的是在新南威尔士建立第一个欧洲殖民地,约有1 487人。","The first was named after 11 ships that sailed from Great Britain on 13 May 1787, with the aim of establishing the first European colony in New South Wales, with approximately 1,487 people.","11 ships sailed from Great Britain on 13 May 1787 with around 1,487 people. These ships aimed to establish the first European colony in New South Wales. These 11 ships were called First Fleet."
"Trigonometric functions are important in the study of triangles and modeling periodic phenomena, among many other applications.",Trigonometrische Funktionen sind wichtig bei der Untersuchung von Dreiecken und der Modellierung periodischer Phänomene.,"三角函数在三角研究中很重要,也有助于模拟周期现象和许多其他应用。",Triangular functions are important in triangular studies and also help simulate cyclical phenomena and many other applications.,Trigonometric functions are important in the study of triangles and the modelling of periodic phenomena.
Among this group are species with some of the most potent venoms of all snakes.,Diese Gruppe hat Schlangenarten mit potenten Giften.,这个组有蛇种 毒液很强,There are snakes in this group. The venom is strong.,This group has snake species with potent poisons.
He was considered by many to be a saint.,Viele hielten ihn für einen Heiligen.,许多人认为他是圣人。,A lot of people think he's a saint.,Many thought he was a saint.
"At the height of its glory, Ani had a population of 100,000 - 200,000 people and was the rival of Constantinople, Baghdad and Cairo.","Ani auf seinem Gipfel hatte 100.000 - 200.000 Menschen und war der Konkurrent von Konstantinopel, Bagdad und Kairo.",到了山顶 安尼有10万 -20万人住在里面,"At the top of the mountain, Arnie has 100,000-200,000 people living in it.","Ani at his summit had 100,000 - 200,000 people and was the competitor of Constantinople, Baghdad and Cairo."
"As demand for coal slipped following World War II, mines began to close across the region, causing mass unemployment.","Als die Nachfrage nach Kohle nach dem Zweiten Weltkrieg sank, begannen die Minen der Region zu schließen.","煤炭需求在第二次世界大战后下降。 地雷开始关闭整个地区,造成大规模失业。","Demand for coal fell after the Second World War, and landmines began to close the entire area, causing massive unemployment.","When demand for coal declined after the Second World War, the mines in the region began to close."
Donald became the most popular of the Disney characters in Scandinavia.,Donald war die beliebteste Disney-Figur in Skandinavien.,唐纳德成为斯堪的纳维亚最受欢迎的迪士尼角色,Donald became Scandinavian's most popular Disneyer.,Donald was the most popular Disney figure in Scandinavia.
"Compared with other species, human childbirth is dangerous.",Die Geburt von Menschen ist im Vergleich zu anderen Arten gefährlich.,"与动物出生相比,人类分娩是危险的。",Human childbirth is dangerous compared to animal birth.,The birth of humans is dangerous compared to other species.
"The family moved to Vienna in 1907 where it changed the Czech Slavic name of ""Zajtich"" to the invented German ""Seyss-Inquart"".","Die Familie änderte ihren Namen von Zajtich nach Seyss-Inquart, als sie nach Wien zog.","1907年,这个家庭搬到维也纳。在那里,它把捷克的斯拉夫名字“Zajtich”改成了德国的“Seyss-Inquart”。","In 1907, the family moved to Vienna, where it changed the Czech slavic name “Zajtich” to German “Seyss-Inquat”.",The family changed their name from Zajtich to Seyss-Inquart when she moved to Vienna.
